article,primary_category,all_categories,confidence,processing_time,error
/var/lib/vectordbs/appliedanthropology/embed_data.text/prosocial.world/embed_data.text/events_seminar-psychological-perspectives-on-climate-change.md,Ecology,"Ecology, Climate Change, Social Issues, Education",0.95,1.815629005432129,
/var/lib/vectordbs/appliedanthropology/embed_data.text/yt_transcripts/Connection-is-My-Ikigai.transcript.txt/Connection-is-My-Ikigai.transcript.txt,Education,"Education, Culture, Social Issues, Language",0.9,1.739882230758667,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/0517.txt/0517.txt,Daily Life Reflections,"Daily Life Reflections, Food, Safety",0.9,2.924428701400757,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/0519.txt/0519.txt,Health,"Health, Culture, Philosophy",0.9,1.4434945583343506,
/var/lib/vectordbs/appliedanthropology/embed_data.text/myths/mdfiles/i60a.md/i60a.md,Culture,"Culture, Science, Research",0.9,2.516040802001953,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/discourse.md/funeral-funeral-theory-advances-paul-a-samuelson_gpt-4o-mini.md/funeral-funeral-theory-advances-paul-a-samuelson_gpt-4o-mini.md,Philosophy,"Philosophy, Education, Science, Culture, Social Issues",0.95,2.988255262374878,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/2696.txt/2696.txt,History,"History, Politics, Science",0.9,1.7963509559631348,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/discourse.md/furious-activity-substitute-understanding-h-h-williams_gpt-4o-mini.md/furious-activity-substitute-understanding-h-h-williams_gpt-4o-mini.md,Philosophy,"Philosophy, Social Issues, Culture, Education, Technology",0.95,2.059041738510132,
/var/lib/vectordbs/appliedanthropology/embed_data.text/myths/mdfiles/i60.md/i60.md,Culture,"Culture, History, Literary Expressions, Mythology, Social Issues, Science",0.95,3.3757669925689697,
/var/lib/vectordbs/appliedanthropology/embed_data.text/prosocial.world/embed_data.text/events_seminar-sharing-resources-and-sharing-risk-with-athena-aktipis.md,Social Issues,"Social Issues, Health, Science, Education",0.9,1.8479137420654297,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/discourse.md/never-try-stubborn-cat-robert-heinlein-time-enough-love_gpt-4o-mini.md/never-try-stubborn-cat-robert-heinlein-time-enough-love_gpt-4o-mini.md,Philosophy,"Philosophy, Social Issues, Culture, Science, Technology",0.9,2.462540626525879,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/discourse.md/never-tell-people-things-tell-surprise-ingenuity-gen-george-s-pa_gpt-4o-mini.md/never-tell-people-things-tell-surprise-ingenuity-gen-george-s-pa_gpt-4o-mini.md,Leadership,"Leadership, Creativity, Culture, Technology",0.9,5.1251842975616455,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/discourse.md/never-underestimate-bandwidth-station-wagon-full-tapes-dr-warren-jackson-director_gpt-4o-mini.md/never-underestimate-bandwidth-station-wagon-full-tapes-dr-warren-jackson-director_gpt-4o-mini.md,Culture,"Culture, Technology, Social Issues, Community, History",0.95,1.866675853729248,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/0520.txt/0520.txt,Literary Expressions,"Literary Expressions, Culture, Philosophy",0.9,1.6107203960418701,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/2697.txt/2697.txt,Technology,"Technology, Science, Military",0.9,1.5900826454162598,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/discourse.md/future-born-friend-abstain-baptizing-george-meredith_gpt-4o-mini.md/future-born-friend-abstain-baptizing-george-meredith_gpt-4o-mini.md,Philosophy,"Philosophy, Social Issues, Health, Education",0.95,2.23846697807312,
/var/lib/vectordbs/appliedanthropology/embed_data.text/anarchy/md/emma-goldman_the-individual-society-and-the-state.md/emma-goldman_the-individual-society-and-the-state.md,Politics,"Politics, Social Issues, Culture, Philosophy, History, Education",0.95,2.695261240005493,
/var/lib/vectordbs/appliedanthropology/embed_data.text/yt_transcripts/Coptic-The-Final-Ancient-Egyptian-Language.transcript.txt/Coptic-The-Final-Ancient-Egyptian-Language.transcript.txt,History,"History, Culture, Language, Religion, Education, Research",0.95,2.5066239833831787,
/var/lib/vectordbs/appliedanthropology/embed_data.text/prosocial.world/embed_data.text/events_seminar-shigeru-miyagowa.md,Education,"Education, Science, Culture, Technology",0.9,1.59529447555542,
/var/lib/vectordbs/appliedanthropology/embed_data.text/anarchy/md/errico-malatesta_a-talk-about-anarchist-communism-between-two-workers.md/errico-malatesta_a-talk-about-anarchist-communism-between-two-workers.md,Politics,"Politics, Social Issues, Culture, Economy, Philosophy, Education",0.95,2.2638118267059326,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/2698.txt/2698.txt,Culture,"Culture, History, Philosophy",0.9,1.551957607269287,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/0521.txt/0521.txt,Philosophy,"Philosophy, Social Issues, Literary Expressions",0.9,1.8693900108337402,
/var/lib/vectordbs/appliedanthropology/embed_data.text/yt_transcripts/Cost-Of-Life-in-The-UK-No-Future-Here-For-Me.transcript.txt/Cost-Of-Life-in-The-UK-No-Future-Here-For-Me.transcript.txt,Social Issues,"Social Issues, Economy, Finance, Politics, Health, Education",0.95,2.6484203338623047,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/discourse.md/future-myth-created-insurance-salesmen-high-school-counselors_gpt-4o-mini.md/future-myth-created-insurance-salesmen-high-school-counselors_gpt-4o-mini.md,Philosophy,"Philosophy, Social Issues, Culture, Education, Technology",0.95,2.4282145500183105,
/var/lib/vectordbs/appliedanthropology/embed_data.text/myths/mdfiles/i61a.md/i61a.md,Culture,"Culture, Literary Expressions, Folklore, History, Social Issues, Religion",0.9,3.163134813308716,
/var/lib/vectordbs/appliedanthropology/embed_data.text/myths/mdfiles/i62.md/i62.md,Culture,"Culture, History, Research, Folklore, Science, Literary Expressions",0.95,2.163984537124634,
/var/lib/vectordbs/appliedanthropology/embed_data.text/prosocial.world/embed_data.text/events_seminar-social-capital-reconnecting-with-the-importance-and-value-of-social-relationships.md,Social Issues,"Social Issues, Culture, Education, Politics, Research",0.95,2.0112292766571045,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/discourse.md/never-underestimate-power-human-stupidity-robert-heinlein-time-enough-love_gpt-4o-mini.md/never-underestimate-power-human-stupidity-robert-heinlein-time-enough-love_gpt-4o-mini.md,Social Issues,"Social Issues, Culture, Ecology, Politics, Education, Philosophy",0.95,2.728074550628662,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/2699.txt/2699.txt,Philosophy,"Philosophy, Literary Expressions, Social Issues",0.9,1.8682610988616943,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/discourse.md/gained-nothing-supreme-enlightenment-reason-called-supreme-enlightenment-gotama-bud_gpt-4o-mini.md/gained-nothing-supreme-enlightenment-reason-called-supreme-enlightenment-gotama-bud_gpt-4o-mini.md,Philosophy,"Philosophy, Culture, Social Issues, Education",0.95,1.9723305702209473,
/var/lib/vectordbs/appliedanthropology/embed_data.text/anarchy/md/errico-malatesta_anarchism-and-organization.md/errico-malatesta_anarchism-and-organization.md,Politics,"Politics, Social Issues, Philosophy, Culture, Education, Gender",0.95,2.721367835998535,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/discourse.md/never-underestimate-willingness-american-public-tell-direct-marketing-executive_gpt-4o-mini.md/never-underestimate-willingness-american-public-tell-direct-marketing-executive_gpt-4o-mini.md,Culture,"Culture, Social Issues, Ecology, Marketing, Philosophy",0.95,2.152143955230713,
/var/lib/vectordbs/appliedanthropology/embed_data.text/prosocial.world/embed_data.text/events_seminar-stories-of-change-from-the-prosocial-action-lab.md,Social Issues,"Social Issues, Education, Culture, Health",0.9,1.9605107307434082,
/var/lib/vectordbs/appliedanthropology/embed_data.text/anarchy/md/errico-malatesta_anarchy.md/errico-malatesta_anarchy.md,Politics,"Politics, Social Issues, Philosophy, Culture, History",0.95,2.184048891067505,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/0518.txt/0518.txt,Politics,"Politics, Social Issues, Culture",0.9,5.928762674331665,
/var/lib/vectordbs/appliedanthropology/embed_data.text/yt_transcripts/Council-evicts-tiny-home-residents-amid-housing-crisis-A-Current-Affair.transcript.txt/Council-evicts-tiny-home-residents-amid-housing-crisis-A-Current-Affair.transcript.txt,Social Issues,"Social Issues, Politics, Housing, Community, Health, Environment",0.95,2.525270700454712,
/var/lib/vectordbs/appliedanthropology/embed_data.text/myths/mdfiles/i63.md/i63.md,Culture,"Culture, Literary Expressions, Mythology, Social Issues, History",0.95,2.232290744781494,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/discourse.md/never-time-right-always-time_gpt-4o-mini.md/never-time-right-always-time_gpt-4o-mini.md,Philosophy,"Philosophy, Education, Social Issues, Culture, Health",0.95,6.079188108444214,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/0522.txt/0522.txt,Daily Life Reflections,"Daily Life Reflections, Social Issues, Gender",0.8,2.515782594680786,
/var/lib/vectordbs/appliedanthropology/embed_data.text/myths/mdfiles/i61.md/i61.md,Culture,"Culture, Literary Expressions, History, Folklore, Mythology, Social Issues",0.9,4.903198719024658,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/discourse.md/gained-philosophy-without-commanded-others-fear-law-aristotle_gpt-4o-mini.md/gained-philosophy-without-commanded-others-fear-law-aristotle_gpt-4o-mini.md,Philosophy,"Philosophy, Social Issues, Culture, Education, Ethics",0.95,2.068279981613159,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/discourse.md/never-write-anything-might-go-fill-blank-murphy_gpt-4o-mini.md/never-write-anything-might-go-fill-blank-murphy_gpt-4o-mini.md,Community,"Community, Culture, Ecology, Technology, Social Issues",0.95,2.126894950866699,
/var/lib/vectordbs/appliedanthropology/embed_data.text/prosocial.world/embed_data.text/events_seminar-stories-of-home-place-based-narratives-creating-cultural-change-with-abby-rapoport.md,Culture,"Culture, Education, Social Issues, Marketing",0.95,1.7127656936645508,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/2700.txt/2700.txt,Philosophy,"Philosophy, Culture, Spirituality",0.9,1.9050748348236084,
/var/lib/vectordbs/appliedanthropology/embed_data.text/yt_transcripts/Courage-The-Art-of-Facing-Fear.transcript.txt/Courage-The-Art-of-Facing-Fear.transcript.txt,Philosophy,"Philosophy, Culture, Social Issues, Education, Literary Expressions, Gender",0.95,2.87241268157959,
/var/lib/vectordbs/appliedanthropology/embed_data.text/anarchy/md/fredy-perlman_the-reproduction-of-daily-life.md/fredy-perlman_the-reproduction-of-daily-life.md,Social Issues,"Social Issues, Economy, Politics, Culture, Philosophy, Labor",0.95,1.4630231857299805,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/0524.txt/0524.txt,Philosophy,"Philosophy, Social Issues, Culture, Daily Life Reflections",0.9,1.6914122104644775,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/2701.txt/2701.txt,Philosophy,"Philosophy, Language, Literary Expressions",0.9,1.6412591934204102,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/0523.txt/0523.txt,Literary Expressions,"Literary Expressions, Philosophy, Culture, Daily Life Reflections",0.95,2.400116443634033,
/var/lib/vectordbs/appliedanthropology/embed_data.text/yt_transcripts/Creating-balance-with-people-from-other-countries.transcript.txt/Creating-balance-with-people-from-other-countries.transcript.txt,Culture,"Culture, Social Issues, Politics, Education",0.95,1.4990673065185547,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/2702.txt/2702.txt,Politics,"Politics, Social Issues, Business",0.9,1.4284391403198242,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/discourse.md/new-economics-beginning-emerge-based-critique-keynesianism-monetarist-school_chatgpt-4o.md/new-economics-beginning-emerge-based-critique-keynesianism-monetarist-school_chatgpt-4o.md,Economy,"Economy, Politics, Social Issues, Philosophy, Environment",0.95,2.1532320976257324,
/var/lib/vectordbs/appliedanthropology/embed_data.text/yt_transcripts/Courage-to-Be-Vulnerable-How-It-Strengthens-Group-Connections.transcript.txt/Courage-to-Be-Vulnerable-How-It-Strengthens-Group-Connections.transcript.txt,Social Issues,"Social Issues, Education, Culture, Leadership",0.9,2.347100019454956,
/var/lib/vectordbs/appliedanthropology/embed_data.text/prosocial.world/embed_data.text/events_seminar-the-complexity-of-language.md,Language,"Language, Science, Culture, Education, Research",0.95,1.9292027950286865,
/var/lib/vectordbs/appliedanthropology/embed_data.text/myths/mdfiles/i64.md/i64.md,Culture,"Culture, Folklore, Research, History, Science, Social Issues",0.95,2.764392137527466,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/0525.txt/0525.txt,Literary Expressions,"Literary Expressions, Philosophy, Culture",0.9,1.9601080417633057,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/discourse.md/game-life-game-boomerangs-thoughts-deeds-words-return-us-sooner-later-astounding_gpt-4o-mini.md/game-life-game-boomerangs-thoughts-deeds-words-return-us-sooner-later-astounding_gpt-4o-mini.md,Philosophy,"Philosophy, Social Issues, Culture, Ecology, Ethics",0.95,2.1402854919433594,
/var/lib/vectordbs/appliedanthropology/embed_data.text/anarchy/md/errico-malatesta_mutual-aid-an-essay.md/errico-malatesta_mutual-aid-an-essay.md,Social Issues,"Social Issues, Politics, Philosophy, Culture, History, Education",0.95,2.965348958969116,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/discourse.md/new-england-journal-medicine-reports-9-10-doctors-agree-1-10-doctors-idiot_gpt-4o-mini.md/new-england-journal-medicine-reports-9-10-doctors-agree-1-10-doctors-idiot_gpt-4o-mini.md,Health,"Health, Ecology, Culture, Social Issues",0.9,2.2808456420898438,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/discourse.md/galbraiths-law-human-nature-faced-choice-changing-ones-mind-proving-need_gpt-4o-mini.md/galbraiths-law-human-nature-faced-choice-changing-ones-mind-proving-need_gpt-4o-mini.md,Ecology,"Ecology, Social Issues, Culture, Philosophy, Education, Politics",0.95,3.1483876705169678,
/var/lib/vectordbs/appliedanthropology/embed_data.text/myths/mdfiles/i64a.md/i64a.md,Culture,"Culture, Literary Expressions, Mythology, Social Issues, History",0.95,3.016798496246338,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/2703.txt/2703.txt,Literary Expressions,"Literary Expressions, Philosophy, Culture",0.9,1.594308853149414,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/0526.txt/0526.txt,Literary Expressions,"Literary Expressions, Social Issues, Education",0.9,1.7232849597930908,
/var/lib/vectordbs/appliedanthropology/embed_data.text/yt_transcripts/Creativity-Without-Grasping.transcript.txt/Creativity-Without-Grasping.transcript.txt,Philosophy,"Philosophy, Social Issues, Health, Education, Culture, Daily Life Reflections",0.95,2.0751359462738037,
/var/lib/vectordbs/appliedanthropology/embed_data.text/myths/mdfiles/i65.md/i65.md,Culture,"Culture, History, Social Issues, Literary Expressions, Research, Folklore",0.95,2.363185167312622,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/discourse.md/game-love-never-called-account-darkness-murphy_gpt-4o-mini.md/game-love-never-called-account-darkness-murphy_gpt-4o-mini.md,Culture,"Culture, Social Issues, Philosophy, Ecology, Education",0.9,1.9506919384002686,
/var/lib/vectordbs/appliedanthropology/embed_data.text/anarchy/md/gary-snyder_buddhist-anarchism.md/gary-snyder_buddhist-anarchism.md,Culture,"Culture, Philosophy, Social Issues, Politics, Religion, Education",0.95,2.6879069805145264,
/var/lib/vectordbs/appliedanthropology/embed_data.text/prosocial.world/embed_data.text/events_seminar-the-empathy-commons-the-risks-of-caring-without-clear-boundaries.md,Education,"Education, Health, Social Issues, Philosophy",0.95,1.7477667331695557,
/var/lib/vectordbs/appliedanthropology/embed_data.text/myths/mdfiles/i66.md/i66.md,Culture,"Culture, Literary Expressions, History, Social Issues, Mythology",0.95,2.1006150245666504,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/discourse.md/garbage-gospel_gpt-4o-mini.md/garbage-gospel_gpt-4o-mini.md,Social Issues,"Social Issues, Education, Culture, Health, Philosophy",0.95,1.7970209121704102,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/discourse.md/new-systems-generate-new-problems-murphy_gpt-4o-mini.md/new-systems-generate-new-problems-murphy_gpt-4o-mini.md,Technology,"Technology, Culture, Social Issues, Science",0.9,2.3776943683624268,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/0527.txt/0527.txt,Philosophy,"Philosophy, Literary Expressions, Culture",0.9,1.712498426437378,
/var/lib/vectordbs/appliedanthropology/embed_data.text/prosocial.world/embed_data.text/events_seminar-the-evolution-of-the-corrupt-american-health-care-system-and-what-we-can-do-about-it-with-tony-biglan.md,Health,"Health, Business, Social Issues, Politics",0.95,1.6194829940795898,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/2704.txt/2704.txt,Culture,"Culture, Social Issues, Daily Life Reflections",0.8,1.9001727104187012,
/var/lib/vectordbs/appliedanthropology/embed_data.text/yt_transcripts/Cult-of-Mithras-Explained.transcript.txt/Cult-of-Mithras-Explained.transcript.txt,History,"History, Religion, Culture, Social Issues, Politics, Ecology",0.95,2.339303970336914,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/discourse.md/new-uniforms-ties-attract-catsup-gravy-stains-murphy_gpt-4o-mini.md/new-uniforms-ties-attract-catsup-gravy-stains-murphy_gpt-4o-mini.md,Philosophy,"Philosophy, Culture, Social Issues, Education",0.95,2.415091037750244,
/var/lib/vectordbs/appliedanthropology/embed_data.text/anarchy/md/giovanni-da-col+david-graeber_the-return-of-ethnographic-theory.md/giovanni-da-col+david-graeber_the-return-of-ethnographic-theory.md,Culture,"Culture, Social Issues, Anthropology, Philosophy, Politics, Research",0.95,2.831557512283325,
/var/lib/vectordbs/appliedanthropology/embed_data.text/yt_transcripts/Cultivating-Belonging-and-Connection.transcript.txt/Cultivating-Belonging-and-Connection.transcript.txt,Education,"Education, Social Issues, Culture, Health",0.95,1.9155669212341309,
/var/lib/vectordbs/appliedanthropology/embed_data.text/anarchy/md/guy-debord_the-society-of-the-spectacle.md/guy-debord_the-society-of-the-spectacle.md,Culture,"Culture, Politics, Philosophy, Social Issues, Education",0.9,2.467559337615967,
/var/lib/vectordbs/appliedanthropology/embed_data.text/prosocial.world/embed_data.text/events_seminar-the-development-and-diversity-of-cumulative-culture-learning-with-cristine-legare.md,Education,"Education, Culture, Science, Social Issues",0.95,3.6797688007354736,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/0528.txt/0528.txt,Philosophy,"Philosophy, Literary Expressions, Culture",0.9,1.651860237121582,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/2705.txt/2705.txt,Gender,"Gender, Social Issues, Literary Expressions",0.7,1.884903907775879,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/discourse.md/news-important-find_gpt-4o-mini.md/news-important-find_gpt-4o-mini.md,Social Issues,"Social Issues, Culture, Technology, Education, Philosophy",0.9,2.000410556793213,
/var/lib/vectordbs/appliedanthropology/embed_data.text/prosocial.world/embed_data.text/events_seminar-the-future-designer-anthropology-meets-innovation-in-search-of-sustainable-design.md,Education,"Education, Design, Sustainability, Social Issues",0.95,1.911613941192627,
/var/lib/vectordbs/appliedanthropology/embed_data.text/yt_transcripts/Cultivating-Ikigai-Through-Diverse-Experiences.transcript.txt/Cultivating-Ikigai-Through-Diverse-Experiences.transcript.txt,Social Issues,"Social Issues, Culture, Daily Life Reflections, Education",0.85,1.8683233261108398,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/discourse.md/garbagemen-take-showers-go-work_gpt-4o-mini.md/garbagemen-take-showers-go-work_gpt-4o-mini.md,Social Issues,"Social Issues, Culture, Health, Anthropology, Labor",0.95,2.3475279808044434,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/2706.txt/2706.txt,Social Issues,"Social Issues, Culture, Education",0.9,1.723759651184082,
/var/lib/vectordbs/appliedanthropology/embed_data.text/prosocial.world/embed_data.text/events_seminar-the-role-of-prosocial-in-catalyzing-paradigm-change-in-economics-and-business-with-david-sloan-wilson.md,Economy,"Economy, Business, Science, Social Issues",0.95,1.603661298751831,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/0529.txt/0529.txt,Social Issues,"Social Issues, Culture, Philosophy",0.9,2.102919816970825,
/var/lib/vectordbs/appliedanthropology/embed_data.text/anarchy/md/hunter-gatherers_human-evolution.md/hunter-gatherers_human-evolution.md,Science,"Science, Culture, Philosophy, Social Issues, Research, History",0.95,2.640932559967041,
/var/lib/vectordbs/appliedanthropology/embed_data.text/myths/mdfiles/i67.md/i67.md,Culture,"Culture, Science, Research, Literary Expressions, History, Social Issues",0.95,3.754342794418335,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/discourse.md/newspaper-editorial-writers-ever-come-hills-battle-shoot-wounded_chatgpt-4o.md/newspaper-editorial-writers-ever-come-hills-battle-shoot-wounded_chatgpt-4o.md,Social Issues,"Social Issues, Culture, Philosophy, Politics, Education, Community",0.95,2.47483229637146,
/var/lib/vectordbs/appliedanthropology/embed_data.text/yt_transcripts/Cultivating-a-Calligraphy-Style.transcript.txt/Cultivating-a-Calligraphy-Style.transcript.txt,Art,"Art, Culture, Education, Literary Expressions",0.9,1.8521430492401123,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/2707.txt/2707.txt,Culture,"Culture, Literary Expressions, Education",0.9,1.431610345840454,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/discourse.md/general-failure-reading-disc-murphy_gpt-4o-mini.md/general-failure-reading-disc-murphy_gpt-4o-mini.md,Technology,"Technology, Culture, Social Issues, Philosophy, Education",0.95,2.7603273391723633,
/var/lib/vectordbs/appliedanthropology/embed_data.text/anarchy/md/ichikawa-hakugen_intellectuals-and-zen.md/ichikawa-hakugen_intellectuals-and-zen.md,Philosophy,"Philosophy, Culture, Social Issues, History, Education, Politics",0.95,2.457040309906006,
/var/lib/vectordbs/appliedanthropology/embed_data.text/myths/mdfiles/i6a.md/i6a.md,Culture,"Culture, Literary Expressions, Folklore, Social Issues, Research, History",0.95,1.435354232788086,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/0530.txt/0530.txt,Philosophy,"Philosophy, Culture, Daily Life Reflections",0.9,1.796684980392456,
/var/lib/vectordbs/appliedanthropology/embed_data.text/myths/mdfiles/i69.md/i69.md,Culture,"Culture, Research, Folklore, Mythology, Anthropology",0.95,2.4724016189575195,
/var/lib/vectordbs/appliedanthropology/embed_data.text/myths/mdfiles/i68.md/i68.md,Culture,"Culture, Research, Folklore, History, Social Issues, Literary Expressions",0.95,3.505847930908203,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/discourse.md/general-proposition-told-unanimous-elites-particular-course-action-urgent-necessary_chatgpt-4o.md/general-proposition-told-unanimous-elites-particular-course-action-urgent-necessary_chatgpt-4o.md,Philosophy,"Philosophy, Social Issues, Culture, Politics, Science, Health",0.95,2.4969282150268555,
/var/lib/vectordbs/appliedanthropology/embed_data.text/anarchy/md/james-c-scott_against-the-grain.md/james-c-scott_against-the-grain.md,History,"History, Culture, Politics, Social Issues, Science, Education",0.95,2.195751190185547,
/var/lib/vectordbs/appliedanthropology/embed_data.text/prosocial.world/embed_data.text/events_seminar-the-truth-about-fiction-biological-reality-and-imaginary-lives.md,Culture,"Culture, Literary Expressions, Science, Education",0.9,2.000211477279663,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/2708.txt/2708.txt,History,"History, Business, Engineering",0.9,1.6317245960235596,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/2709.txt/2709.txt,Philosophy,"Philosophy, Literary Expressions, Culture",0.95,1.0704684257507324,
/var/lib/vectordbs/appliedanthropology/embed_data.text/yt_transcripts/Daniel-Everett-Homo-Erectus-and-the-Invention-of-Human-Language.transcript.txt/Daniel-Everett-Homo-Erectus-and-the-Invention-of-Human-Language.transcript.txt,Science,"Science, Education, Culture, Language, Research, History",0.95,1.476179599761963,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/quotes/0532.txt/0532.txt,Technology,"Technology, Engineering, Business",0.75,1.2963948249816895,
/var/lib/vectordbs/appliedanthropology/embed_data.text/myths/mdfiles/i7.md/i7.md,Culture,"Culture, Mythology, Research, Social Issues, History, Geography",0.95,1.9194772243499756,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/discourse.md/generation-ignores-history-past-future-robert-heinlein-time-enough-love_chatgpt-4o.md/generation-ignores-history-past-future-robert-heinlein-time-enough-love_chatgpt-4o.md,History,"History, Philosophy, Social Issues, Culture, Politics, Education",0.95,2.495452880859375,
/var/lib/vectordbs/appliedanthropology/embed_data.text/prosocial.world/embed_data.text/events_seminar-ubuntu-and-the-noosphere-exploring-insights-for-collective-consciousness-and-prosociality-with-heinrich-volmink.md,Culture,"Culture, Philosophy, Social Issues, Education",0.9,1.8284282684326172,
/var/lib/vectordbs/appliedanthropology/embed_data.text/anarchy/md/james-c-scott_seeing-like-a-state.md/james-c-scott_seeing-like-a-state.md,History,"History, Politics, Social Issues, Culture, Science, Research",0.95,2.1978113651275635,
/var/lib/vectordbs/appliedanthropology/embed_data.text/myths/mdfiles/i70.md/i70.md,Culture,"Culture, Literary Expressions, Folklore, History, Social Issues, Research",0.95,1.529848575592041,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/discourse.md/nezvannyi-gost-khuzhe-tatarina-uninvited-guest-worse-mongol-invasion-russian-proverb_gpt-4o-mini.md/nezvannyi-gost-khuzhe-tatarina-uninvited-guest-worse-mongol-invasion-russian-proverb_gpt-4o-mini.md,Culture,"Culture, Social Issues, Philosophy, History, Ecology, Education",0.95,2.838378429412842,
/var/lib/vectordbs/appliedanthropology/embed_data.text/yt_transcripts/Dairy-herder-gatherer.transcript.txt/Dairy-herder-gatherer.transcript.txt,Food,"Food, Culture, Daily Life Reflections, Environment, Social Issues, Personal Reflections",0.9,3.003157377243042,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/discourse.md/nice-guys-dont-finish-nice_gpt-4o-mini.md/nice-guys-dont-finish-nice_gpt-4o-mini.md,Social Issues,"Social Issues, Philosophy, Culture, Business, Ethics",0.9,2.074435234069824,
/var/lib/vectordbs/appliedanthropology/embed_data.text/prosocial.world/embed_data.text/events_seminar-using-prosocial-to-support-mental-health-services-and-special-education-an-evolving-technology-with-jordan-belisle-dana-paliliunas.md,Health,"Health, Education, Technology, Social Issues, Research, Business",0.95,1.9059386253356934,
/var/lib/vectordbs/appliedanthropology/embed_data.text/anarchy/md/james-c-scott_the-art-of-not-being-governed.md/james-c-scott_the-art-of-not-being-governed.md,History,"History, Culture, Politics, Social Issues, Geography, Ethnolinguistics",0.95,1.9653987884521484,
/var/lib/vectordbs/appliedanthropology/embed_data.text/zenquotes/discourse.md/generation-random-numbers-important-left-chance_gpt-4o-mini.md/generation-random-numbers-important-left-chance_gpt-4o-mini.md,Philosophy,"Philosophy, Technology, Science, Social Issues, Education",0.95,2.481778383255005,
